iter	MultiClass
241	0.02289685603
242	0.02279020079
243	0.02269936618
244	0.02262626684
245	0.02247591803
246	0.02234961959
247	0.02229292795
248	0.02223567517
249	0.02215738088
250	0.02207665783
251	0.02199458875
252	0.02187343029
253	0.02178929264
254	0.02173255755
255	0.02167267101
256	0.02155363654
257	0.02150897703
258	0.02144228785
259	0.0213699139
260	0.02130128247
261	0.02121327486
262	0.02116878987
263	0.02111354991
264	0.02099761061
265	0.02089801179
266	0.02081405926
267	0.02074231497
268	0.02063915005
269	0.02055247155
270	0.020421697
271	0.0203457727
272	0.02022745581
273	0.02018361838
274	0.02011087862
275	0.02000355783
276	0.01996095131
277	0.0199046294
278	0.01985786773
279	0.01979688757
280	0.01970599221
281	0.01959522808
282	0.01947247869
283	0.01941609849
284	0.01936175354
285	0.01931668189
286	0.01925388462
287	0.01916566294
288	0.01911923244
289	0.01904987115
290	0.01895923701
291	0.018868839
292	0.01876566415
293	0.01870447403
294	0.01863767956
295	0.01857483709
296	0.01852194711
297	0.01845037906
298	0.01840141294
299	0.0183247796
300	0.01828668658
301	0.01823471903
302	0.01820266044
303	0.01816281026
304	0.01809442675
305	0.01803557881
306	0.01795429387
307	0.01789975775
308	0.01779821707
309	0.01771703818
310	0.01768029315
311	0.01760643153
312	0.01757528702
313	0.01747857325
314	0.01740274538
315	0.01735427448
316	0.01732379033
317	0.01724989289
318	0.01720833082
319	0.01713642567
320	0.01706648684
321	0.01699763895
322	0.01691983142
323	0.01682878978
324	0.0167775035
325	0.01671934189
326	0.01665124937
327	0.01658344763
328	0.01651333104
329	0.01647927061
330	0.01641331607
331	0.01636328229
332	0.01631161746
333	0.01626414787
334	0.01618572796
335	0.01614186793
336	0.0160927609
337	0.01602127867
338	0.01597455339
339	0.01590717692
340	0.01588337787
341	0.01585097082
342	0.01579625408
343	0.01572262121
344	0.01568481886
345	0.01561951043
346	0.01557544458
347	0.01554754263
348	0.01550105138
349	0.01546768696
350	0.01541294164
351	0.01536725337
352	0.015336863
353	0.01528638426
354	0.01525477466
355	0.01520643707
356	0.01516467844
357	0.01510528721
358	0.01508763573
359	0.01504332695
360	0.01500237743
361	0.01498068159
362	0.01494580796
363	0.01491443718
364	0.01488891927
365	0.01485935283
366	0.0148119955
367	0.01478210158
368	0.01474234796
369	0.0147045508
370	0.01466153936
371	0.01461638639
372	0.01453583483
373	0.01450369048
374	0.01443584797
375	0.01438632586
376	0.01434462577
377	0.01431215901
378	0.01426602374
379	0.01420723058
380	0.0141760113
381	0.01413140745
382	0.01406745956
383	0.01403431646
384	0.01399114734
385	0.01393960924
386	0.01389369832
387	0.01385576716
388	0.01381561318
389	0.01374870249
390	0.01371237059
391	0.01366441744
392	0.0136391586
393	0.01359870532
394	0.01357988168
395	0.0135393031
396	0.01350144064
397	0.01346965361
398	0.01341610288
399	0.01335203603
400	0.0133065243
401	0.01327503702
402	0.01323124408
403	0.01317346445
404	0.01314579975
405	0.01312457129
406	0.01308720736
407	0.01307152176
408	0.01302755007
409	0.01301088462
410	0.01295593823
411	0.01293134267
412	0.01289366021
413	0.01284166603
414	0.01279144646
415	0.01273004385
416	0.01269119856
417	0.01265607398
418	0.01262903748
419	0.01257101576
420	0.0125497896
421	0.01251840049
422	0.0124789476
423	0.0124496225
424	0.01240272473
425	0.01236820803
426	0.01234104126
427	0.01232312123
428	0.01226563714
429	0.01224658022
430	0.01222984709
431	0.01218668791
432	0.01214808488
433	0.01209890163
434	0.01206735235
435	0.01203405447
436	0.01201155094
437	0.01197658639
438	0.011937207
439	0.01191305262
440	0.01187895243
441	0.01184776443
442	0.01179719377
443	0.01178155676
444	0.0117550838
445	0.01172761597
446	0.01169769972
447	0.01165657939
448	0.01162151257
449	0.01158748418
450	0.01155878563
451	0.01153470185
452	0.01150662079
453	0.01146465002
454	0.01144340582
455	0.01140576497
456	0.01138191767
457	0.01137492082
458	0.01134407466
459	0.01131999844
460	0.01129763215
461	0.01123405018
462	0.01119265528
463	0.01115427245
464	0.01112038266
465	0.01108698445
466	0.01105073929
467	0.01102790011
468	0.01099883507
469	0.0109878323
470	0.01095712719
471	0.01092927157
472	0.01089554569
473	0.01088557795
474	0.01085713081
475	0.01083295902
476	0.01081313869
477	0.01079621282
478	0.01077755827
479	0.01076643628
480	0.0107483801
481	0.01071358543
482	0.0106967376
483	0.01065832576
484	0.01063570223
485	0.01061482832
486	0.01059006542
487	0.01056863788
488	0.01054704282
489	0.01052020431
490	0.01049681521
491	0.01047857876
492	0.01044522396
493	0.01043729072
494	0.01040615349
495	0.01038168483
496	0.01033918354
497	0.01032241527
498	0.01028722446
499	0.01025971421
500	0.01023990197
501	0.01021442789
502	0.01019744272
503	0.01014111513
504	0.01012234194
505	0.01010871289
506	0.01010352439
507	0.01007794381
508	0.0100416478
509	0.01001279673
510	0.009993975805
511	0.009964482471
512	0.009951033567
513	0.009930355085
514	0.00990628877
515	0.009887602108
516	0.009864333113
517	0.009826421996
518	0.009801271286
519	0.009781707096
520	0.009771305273
521	0.00975366879
522	0.009734631832
523	0.009711980892
524	0.009692149227
525	0.009668538689
526	0.009647736489
527	0.009626408785
528	0.009594976973
529	0.009555386318
530	0.009551954547
531	0.009532851994
532	0.00951588572
533	0.009508514169
534	0.009488122726
535	0.009462188949
536	0.009436447147
537	0.009416448193
538	0.009386183354
539	0.009361487748
540	0.009337922658
541	0.009322998417
542	0.009295417058
543	0.009283038136
544	0.009242059233
545	0.00923138192
546	0.009212333001
547	0.009184834265
548	0.00917610533
549	0.009153260121
550	0.009140028465
551	0.009112166239
552	0.009076284381
553	0.009056249412
554	0.009040395281
555	0.009014994957
556	0.008992496431
557	0.008972493148
558	0.008952508891
559	0.008937620199
560	0.008914475384
561	0.008896891556
562	0.008885973209
563	0.008858752731
564	0.008839860344
565	0.00882714606
566	0.008812028277
567	0.008781907549
568	0.008764894286
569	0.008752054947
570	0.008735907049
571	0.008719297312
572	0.008695649967
573	0.008672792928
574	0.008659647546
575	0.008638930171
576	0.008624969408
577	0.008607928481
578	0.008576486836
579	0.008565629116
580	0.008556117542
581	0.008536331177
582	0.008525828038
583	0.008516817376
584	0.008485108589
585	0.008470770122
586	0.008459273415
587	0.008436541775
588	0.008419155547
589	0.008398036254
590	0.008376096838
591	0.008349555381
592	0.008340337468
593	0.008327117339
594	0.00830842703
595	0.008299040615
596	0.008290061407
597	0.008272754784
598	0.008254617379
599	0.008236791141
600	0.008220685964
601	0.008209841778
602	0.008189059593
603	0.008171157112
604	0.008147080753
605	0.008116069305
606	0.008097750622
607	0.008083433081
608	0.008069195918
609	0.008045660831
610	0.008027224578
611	0.008016079145
612	0.008006541234
613	0.007989592808
614	0.007973509403
615	0.007953029571
616	0.007930715037
617	0.007916074829
618	0.007899844
619	0.007890191569
620	0.007871432765
621	0.007853018281
622	0.007827849322
623	0.007805552843
624	0.007784532989
625	0.007770488604
626	0.007748582217
627	0.007732394648
628	0.007716873404
629	0.007705320751
630	0.007698367897
631	0.007690595399
632	0.007673831224
633	0.007657198493
634	0.007641531799
635	0.007628709905
636	0.007613802027
637	0.007596062265
638	0.007580978358
639	0.0075661694
640	0.00754717123
641	0.007534827501
642	0.007528007392
643	0.007518350205
644	0.007504874128
645	0.007490673897
646	0.007470428659
647	0.007457508178
648	0.007443764323
649	0.007424518017
650	0.007410576533
651	0.007395737951
652	0.0073822922
653	0.007370845721
654	0.00735411209
655	0.007344882534
656	0.007335854122
657	0.00732270366
658	0.007311203789
659	0.007298335383
660	0.007291453643
661	0.007286540685
662	0.007272928066
663	0.007263332732
664	0.007250033991
665	0.007245710067
666	0.007232691647
667	0.007212562336
668	0.007199363782
669	0.007183928156
670	0.007170499344
671	0.007152920005
672	0.007147604792
673	0.007130676476
674	0.007115284577
675	0.007099516145
676	0.007068741714
677	0.007062072546
678	0.007048776618
679	0.007030591629
680	0.007019011714
681	0.007015911589
682	0.007011299656
683	0.00700546496
684	0.006996966696
685	0.006979471617
686	0.00697202616
687	0.006960188048
688	0.006947716249
689	0.006940794093
690	0.006933150241
691	0.006924414119
692	0.00690861867
693	0.006889494307
694	0.006879514882
695	0.006873422981
696	0.006864439051
697	0.006853197271
698	0.006838973615
699	0.006827610108
700	0.006819707602
701	0.006805888893
702	0.006794732398
703	0.006775502926
704	0.006766931839
705	0.006751764766
706	0.006746763899
707	0.006734975989
708	0.006728540749
709	0.00671754936
710	0.006701535414
711	0.006688316957
712	0.006681977162
713	0.006664802762
714	0.00665279571
715	0.006638076667
716	0.006629218833
717	0.0066262003
718	0.006615225415
719	0.006603455247
720	0.006592704435
721	0.00658304957
722	0.00657347574
723	0.006566040131
724	0.006553726461
725	0.006547669542
726	0.00653490701
727	0.006526028865
728	0.006518226161
729	0.00649277172
730	0.006486901742
731	0.006465495038
732	0.006461339051
733	0.006456361578
734	0.006441572857
735	0.006436158658
736	0.006415432866
737	0.00640591463
738	0.00639309354
739	0.006383064928
740	0.006374558045
741	0.006364656884
742	0.006356952876
743	0.006351368013
744	0.00633952933
745	0.006323487737
746	0.006310184907
747	0.006301694651
748	0.006288655007
749	0.006278953384
750	0.006266798812
751	0.006253147933
752	0.006241746152
753	0.006235045533
754	0.006227593491
755	0.006214590986
756	0.006205975629
757	0.006197093626
758	0.006185120841
759	0.006176768959
760	0.006168391799
761	0.006156661463
762	0.006151124031
763	0.006140819969
764	0.006134770138
765	0.006127292946
766	0.006115642566
767	0.006109926491
768	0.006096107151
769	0.006087628922
770	0.006078394443
771	0.00607178786
772	0.006063336258
773	0.006050217395
774	0.006037923017
775	0.006028269999
776	0.00602238436
777	0.00600849142
778	0.005990811879
779	0.005980973927
780	0.005967601706
781	0.005957622418
782	0.005940617952
783	0.005931340587
784	0.005924100081
785	0.005907238815
786	0.005899867532
787	0.005886160582
788	0.005882016149
789	0.005871859323
790	0.005867450818
791	0.005858093739
792	0.00584476041
793	0.005835201751
794	0.005817199924
795	0.005809298993
796	0.005802137209
797	0.005795924586
798	0.005785457694
799	0.005774144152
800	0.005765659016
801	0.005760226786
802	0.005752066006
803	0.005746903358
804	0.005737112462
805	0.005733181428
806	0.005721404052
807	0.005715135157
808	0.005707942684
809	0.005699742839
810	0.005688144813
811	0.005676198427
812	0.005668599865
813	0.005659788704
814	0.005652460846
815	0.005644097464
816	0.005635820081
817	0.005629962354
818	0.005625473486
819	0.005615115362
820	0.005606849558
821	0.005600069965
822	0.005593545415
823	0.005584450695
824	0.005576360522
825	0.00557292237
826	0.00556928463
827	0.005562391955
828	0.005551696985
829	0.005543240516
830	0.005533834621
831	0.00551961356
832	0.005513757632
833	0.005506819077
834	0.005495094067
835	0.005486665235
836	0.005479535415
837	0.005470278142
838	0.005462678546
839	0.005459218068
840	0.005448700142
841	0.005437687127
842	0.005426840868
843	0.005420433858
844	0.005409667031
845	0.005401643309
846	0.005386918024
847	0.005372571542
848	0.005366292624
849	0.005359106363
850	0.00535334761
851	0.005347338252
852	0.005335144847
853	0.005322759021
854	0.005317417688
855	0.005312161448
856	0.005309528274
857	0.005304547245
858	0.005295235007
859	0.005289781285
860	0.005273734626
861	0.005262609942
862	0.005249029252
863	0.005241107297
864	0.005234904775
865	0.005218691709
866	0.005211340343
867	0.005202103169
868	0.005187406755
869	0.005182634462
870	0.005175747412
871	0.005165553566
872	0.005158514526
873	0.005151493688
874	0.00514407113
875	0.005139224081
876	0.005130323636
877	0.005122819017
878	0.005110882115
879	0.005101192773
880	0.005092706364
881	0.005083721778
882	0.005079591581
883	0.005073376417
884	0.005067484263
885	0.005064005813
886	0.005057666331
887	0.00504996433
888	0.005044771603
889	0.005035428165
890	0.005025968081
891	0.005021908755
892	0.005019388406
893	0.005011530823
894	0.005000428208
895	0.004993886576
896	0.004986122074
897	0.004982083515
898	0.004975400115
899	0.00496600162
900	0.004961033545
901	0.004957542339
902	0.004946480425
903	0.004936384095
904	0.004928187668
905	0.004921348376
906	0.004910726412
907	0.004904591853
908	0.004899892736
909	0.004894859777
910	0.004886618142
911	0.004881830236
912	0.004869857836
913	0.004864448417
914	0.004858255299
915	0.004847662402
916	0.004841329402
917	0.004834493557
918	0.004829368152
919	0.004822840317
920	0.004816308127
921	0.004808021673
922	0.004793724844
923	0.004786292531
924	0.004777400556
925	0.004772220283
926	0.004760557392
927	0.004753976611
928	0.004747407255
929	0.004744683319
930	0.004734875539
931	0.004728210127
932	0.004717086076
933	0.004708449474
934	0.004700068481
935	0.004691398146
936	0.004686869111
937	0.004677338725
938	0.004669708649
939	0.004662115305
940	0.004660535876
941	0.00465923959
942	0.004651116659
943	0.004643711441
944	0.00463609265
945	0.004628128687
946	0.004621076542
947	0.004616261377
948	0.004611055183
949	0.00460196689
950	0.004593473289
951	0.004590503888
952	0.004583185071
953	0.004579050488
954	0.004572791825
955	0.004567970169
956	0.00456374215
957	0.004558485047
958	0.004553064868
959	0.004547980061
960	0.004541816943
961	0.00453848192
962	0.004533312984
963	0.00452492414
964	0.004520693797
965	0.004514627987
966	0.00450866466
967	0.00450316341
968	0.004499815607
969	0.004495313864
970	0.004486260741
971	0.004481167294
972	0.004477298539
973	0.004470390572
974	0.004465564659
975	0.004459294541
976	0.004454446169
977	0.004449084723
978	0.004442283162
979	0.004437869096
980	0.004432452238
981	0.004428665625
982	0.004422745314
983	0.004420282754
984	0.004416291572
985	0.004412792023
986	0.004404467386
987	0.004400642063
988	0.004394967833
989	0.004389386428
990	0.004384879846
991	0.00437989333
992	0.004375503959
993	0.004369444786
994	0.004365068083
995	0.004359695517
996	0.004356241174
997	0.00435288391
998	0.004344963838
999	0.004341581376
